00:00 - 01:00	112,16
01:00 - 02:00	103,15
02:00 - 03:00	96,00
03:00 - 04:00	89,89
04:00 - 05:00	86,89
05:00 - 06:00	90,55
06:00 - 07:00	97,00
07:00 - 08:00	99,38
08:00 - 09:00	98,73
09:00 - 10:00	86,36
10:00 - 11:00	72,35
11:00 - 12:00	67,12
12:00 - 13:00	57,28
13:00 - 14:00	47,96
14:00 - 15:00	54,46
15:00 - 16:00	70,76
16:00 - 17:00	84,20
17:00 - 18:00	121,87
18:00 - 19:00	130,26
19:00 - 20:00	132,91
20:00 - 21:00	121,41
21:00 - 22:00	108,46
22:00 - 23:00	104,98
23:00 - 00:00	95,21
