00:00 - 01:00	81,61
01:00 - 02:00	77,99
02:00 - 03:00	77,51
03:00 - 04:00	82,29
04:00 - 05:00	84,52
05:00 - 06:00	97,10
06:00 - 07:00	124,34
07:00 - 08:00	152,04
08:00 - 09:00	143,72
09:00 - 10:00	104,70
10:00 - 11:00	91,02
11:00 - 12:00	77,07
12:00 - 13:00	62,35
13:00 - 14:00	61,64
14:00 - 15:00	64,36
15:00 - 16:00	75,29
16:00 - 17:00	84,61
17:00 - 18:00	97,02
18:00 - 19:00	119,37
19:00 - 20:00	180,04
20:00 - 21:00	140,80
21:00 - 22:00	102,95
22:00 - 23:00	82,65
23:00 - 00:00	76,01
