00:00 - 01:00	14,95
01:00 - 02:00	12,03
02:00 - 03:00	12,04
03:00 - 04:00	9,06
04:00 - 05:00	8,94
05:00 - 06:00	19,21
06:00 - 07:00	32,23
07:00 - 08:00	46,17
08:00 - 09:00	49,43
09:00 - 10:00	42,38
10:00 - 11:00	31,18
11:00 - 12:00	14,00
12:00 - 13:00	7,14
13:00 - 14:00	3,97
14:00 - 15:00	6,13
15:00 - 16:00	12,22
16:00 - 17:00	29,80
17:00 - 18:00	45,79
18:00 - 19:00	96,71
19:00 - 20:00	119,88
20:00 - 21:00	130,50
21:00 - 22:00	125,00
22:00 - 23:00	106,73
23:00 - 00:00	95,84
