00:00 - 01:00	104,54
01:00 - 02:00	99,29
02:00 - 03:00	99,60
03:00 - 04:00	97,30
04:00 - 05:00	94,50
05:00 - 06:00	97,49
06:00 - 07:00	113,73
07:00 - 08:00	154,23
08:00 - 09:00	171,66
09:00 - 10:00	128,76
10:00 - 11:00	107,90
11:00 - 12:00	89,29
12:00 - 13:00	81,54
13:00 - 14:00	82,76
14:00 - 15:00	85,20
15:00 - 16:00	89,02
16:00 - 17:00	111,66
17:00 - 18:00	131,29
18:00 - 19:00	145,74
19:00 - 20:00	141,69
20:00 - 21:00	120,91
21:00 - 22:00	113,76
22:00 - 23:00	107,13
23:00 - 00:00	82,31
