00:00 - 01:00	94,96
01:00 - 02:00	87,84
02:00 - 03:00	89,08
03:00 - 04:00	89,91
04:00 - 05:00	91,64
05:00 - 06:00	105,74
06:00 - 07:00	142,98
07:00 - 08:00	180,63
08:00 - 09:00	136,82
09:00 - 10:00	91,31
10:00 - 11:00	76,45
11:00 - 12:00	48,15
12:00 - 13:00	32,46
13:00 - 14:00	16,83
14:00 - 15:00	31,88
15:00 - 16:00	54,10
16:00 - 17:00	73,29
17:00 - 18:00	90,35
18:00 - 19:00	118,27
19:00 - 20:00	180,41
20:00 - 21:00	171,31
21:00 - 22:00	140,01
22:00 - 23:00	120,48
23:00 - 00:00	105,11
