00:00 - 01:00	86,47
01:00 - 02:00	89,91
02:00 - 03:00	92,42
03:00 - 04:00	92,44
04:00 - 05:00	94,32
05:00 - 06:00	102,02
06:00 - 07:00	141,48
07:00 - 08:00	167,17
08:00 - 09:00	173,34
09:00 - 10:00	153,73
10:00 - 11:00	140,37
11:00 - 12:00	126,75
12:00 - 13:00	124,64
13:00 - 14:00	125,81
14:00 - 15:00	134,39
15:00 - 16:00	148,35
16:00 - 17:00	170,68
17:00 - 18:00	207,98
18:00 - 19:00	233,05
19:00 - 20:00	188,10
20:00 - 21:00	156,96
21:00 - 22:00	142,47
22:00 - 23:00	129,46
23:00 - 00:00	115,13
